train Fold, test Fold, KNN-ACC, KNN-PREC, KNN-RECALL, KNN-FSCORE, CKNN-ACC, CKNN-PREC, CKNN-RECALL, CKNN-FSCORE, EKNN-ACC, EKNN-PREC, EKNN-RECALL, EKNN-FSCORE
0,0,0.9245283018867925,0.7003528581510232,0.6495950155763239,0.6740196931358308,0.8364779874213837,0.6305263157894737,0.653785046728972,0.6419450747892095,0.9056603773584906,0.48924242424242426,0.5112616822429906,0.5000097515271259
0,1,0.8333333333333334,0.38199186991869916,0.3909755017709563,0.38643148076851225,0.7857142857142857,0.4991405342624854,0.428379574970484,0.46106086065288154,0.8214285714285714,0.376053196053196,0.37847550177095635,0.377260460680252
0,2,0.868421052631579,0.6469202898550723,0.4355882352941176,0.5206256780196608,0.8,0.37125867901014775,0.4094117647058823,0.38940290915178705,0.8421052631578947,0.4310723514211886,0.38260504201680673,0.4053952007463649
0,3,0.7857142857142857,0.39535951045385004,0.38484440088213673,0.39003109757070714,0.7380952380952381,0.5498613624665859,0.4234623866699339,0.47845458429273935,0.7857142857142857,0.4138059434300036,0.40621171281548635,0.4099736628197864
0,4,0.8387096774193549,0.38335752298016446,0.3715537580047186,0.37736335887531314,0.8064516129032258,0.6167494824016563,0.4708729356252106,0.5340284174183383,0.8333333333333334,0.41381818181818186,0.39619143916413885,0.4048130213762267
0,5,0.8631578947368421,0.40672469374597037,0.40552659019812304,0.4061247583464128,0.7789473684210526,0.35148239148239147,0.3744177963156065,0.3625877625456629,0.8315789473684211,0.38981023988542784,0.37695516162669446,0.3832749409140598
0,6,0.8719512195121951,0.4762308313155771,0.4692467043314501,0.4727129723773547,0.7987804878048781,0.44936338171632284,0.49077212806026366,0.46915582024911323,0.8536585365853658,0.5136065573770492,0.4142749529190207,0.4586239299205025
0,7,0.875,0.4,0.3333333333333333,0.3636363636363636,0.625,0.36,0.22666666666666666,0.27818181818181814,0.875,0.4,0.3333333333333333,0.3636363636363636
0,8,0.8134715025906736,0.3783927323549965,0.3715488215488216,0.374939548441581,0.7823834196891192,0.44989239598278336,0.4159475709475709,0.43225458847841286,0.8031088082901554,0.3707801418439717,0.35451178451178456,0.36246351288395473
0,9,0.8260869565217391,0.30282266752854986,0.3334051724137931,0.3173788927165164,0.7888198757763976,0.4533695652173913,0.44419129720853856,0.44873350369686604,0.8074534161490683,0.3335771632471008,0.3460283251231527,0.3396886843116291
1,0,0.8930817610062893,0.6302435278630979,0.6156542056074766,0.6228634470743631,0.6415094339622641,0.37741640002509563,0.5283644859813084,0.4403127186297584,0.8867924528301887,0.42580745341614906,0.5706542056074767,0.4877032886724928
1,1,0.9285714285714286,0.6972502210433245,0.6445469303423849,0.6698635321887604,0.5952380952380952,0.4477350427350427,0.555917945690673,0.49599602261217796,0.8988095238095238,0.4794088669950739,0.5509297520661157,0.5126870008474524
1,2,0.8894736842105263,0.5969696969696969,0.5916386554621849,0.5942922210569953,0.6526315789473685,0.39963226863226864,0.503781512605042,0.44570351473189157,0.8736842105263158,0.46195045957314224,0.5402100840336134,0.4980245893282667
1,3,0.8630952380952381,0.6965656565656566,0.5640039206076942,0.6233146799316687,0.6428571428571429,0.44666666666666666,0.5021685861308502,0.4727943398191724,0.8571428571428571,0.5240638002773925,0.5193825042881647,0.5217126512478701
1,4,0.8602150537634409,0.4300517368810052,0.5081631277384563,0.46585583738634384,0.6021505376344086,0.35538536143799304,0.46273003033367044,0.40201536539295996,0.8602150537634409,0.44321226795803065,0.5137580047185709,0.4758848983177571
1,5,0.8842105263157894,0.42724304851964423,0.47644768856447695,0.4505058081689215,0.631578947368421,0.3028425137655688,0.3579283976364268,0.32808930846640233,0.8894736842105263,0.4198642917726887,0.45257559958289884,0.43560670591809425
1,6,0.8780487804878049,0.5725319396051103,0.5897175141242937,0.5809976698157154,0.6707317073170732,0.42502194502194507,0.5398116760828626,0.4755883366742084,0.8719512195121951,0.42565656565656573,0.5191337099811676,0.46777084355145143
1,7,0.75,0.29333333333333333,0.29333333333333333,0.29333333333333333,0.5,0.3,0.21333333333333332,0.24935064935064932,0.875,0.35,0.36,0.35492957746478876
1,8,0.8756476683937824,0.5660080826223619,0.5152789802789803,0.5394535413394141,0.6321243523316062,0.38865546218487396,0.4553126503126503,0.41935174072445086,0.8601036269430051,0.437184421182266,0.4844708994708995,0.459614619519008
1,9,0.8695652173913043,0.5287811271297509,0.5482348111658456,0.5383322773083742,0.6335403726708074,0.41204667619242025,0.5050389983579638,0.453828134918741,0.84472049689441,0.42945867026055706,0.49216954022988507,0.4586805696353371
2,0,0.8805031446540881,0.5414139233675122,0.6393925233644859,0.5863382870320488,0.710691823899371,0.3631389808608576,0.39306853582554513,0.3775114749814137,0.8490566037735849,0.5275950292397662,0.5527258566978193,0.5398681416271509
