train Fold, test Fold, KNN-ACC, KNN-PREC, KNN-RECALL, KNN-FSCORE, CKNN-ACC, CKNN-PREC, CKNN-RECALL, CKNN-FSCORE, EKNN-ACC, EKNN-PREC, EKNN-RECALL, EKNN-FSCORE
0,0,0.3333333333333333,0.10096153846153846,0.15625,0.12266355140186917,0.4666666666666667,0.17023809523809522,0.25,0.20254957507082152,0.4666666666666667,0.11805555555555555,0.21875,0.1533505154639175
0,1,0.13043478260869565,0.05416666666666667,0.15,0.07959183673469389,0.4782608695652174,0.27361111111111114,0.3416666666666667,0.30387509405568097,0.17391304347826086,0.04563492063492063,0.175,0.07239208633093525
0,2,0.21428571428571427,0.03125,0.125,0.05,0.2857142857142857,0.0875,0.1875,0.11931818181818178,0.21428571428571427,0.0375,0.125,0.05769230769230769
0,3,0.04,0.03125,0.041666666666666664,0.03571428571428572,0.24,0.20238095238095238,0.18333333333333335,0.19238683127572015,0.08,0.025,0.08333333333333333,0.03846153846153846
0,4,0.09523809523809523,0.048611111111111105,0.25,0.0813953488372093,0.23809523809523808,0.19375,0.4375,0.2685643564356436,0.09523809523809523,0.026785714285714284,0.25,0.04838709677419354
0,5,0.21739130434782608,0.02976190476190476,0.125,0.04807692307692307,0.43478260869565216,0.20432692307692307,0.375,0.26452282157676343,0.21739130434782608,0.034722222222222224,0.125,0.05434782608695653
0,6,0.1,0.016666666666666666,0.08333333333333333,0.027777777777777776,0.2,0.10833333333333334,0.2708333333333333,0.15476190476190477,0.1,0.019230769230769232,0.08333333333333333,0.03125
0,7,0.3333333333333333,0.04411764705882353,0.125,0.06521739130434782,0.2222222222222222,0.07857142857142857,0.125,0.09649122807017543,0.2777777777777778,0.04807692307692308,0.10416666666666667,0.06578947368421052
0,8,0.04,0.005434782608695652,0.0625,0.01,0.32,0.20674603174603176,0.29166666666666663,0.24197186836518045,0.12,0.03165584415584416,0.125,0.05051813471502591
0,9,0.21052631578947367,0.03571428571428571,0.125,0.05555555555555556,0.3157894736842105,0.08571428571428572,0.175,0.11506849315068494,0.21052631578947367,0.03571428571428571,0.125,0.05555555555555556
1,0,0.3333333333333333,0.29166666666666663,0.28125,0.2863636363636363,0.26666666666666666,0.1840277777777778,0.1875,0.18574766355140188,0.3333333333333333,0.21875,0.25,0.23333333333333334
1,1,0.782608695652174,0.4666666666666667,0.5125,0.4885106382978723,0.34782608695652173,0.10416666666666666,0.2,0.136986301369863,0.7391304347826086,0.38125,0.44999999999999996,0.412781954887218
1,2,0.6428571428571429,0.47916666666666663,0.49999999999999994,0.48936170212765956,0.2857142857142857,0.2777777777777778,0.20833333333333331,0.2380952380952381,0.42857142857142855,0.20238095238095238,0.29166666666666663,0.23895582329317266
1,3,0.48,0.42045454545454547,0.36458333333333337,0.39053075995174913,0.24,0.06964285714285715,0.15,0.0951219512195122,0.4,0.19128787878787876,0.2916666666666667,0.23104575163398694
1,4,0.38095238095238093,0.3869047619047619,0.35625,0.3709451341609932,0.14285714285714285,0.05625,0.25,0.09183673469387754,0.3333333333333333,0.21428571428571427,0.325,0.2582781456953643
1,5,0.43478260869565216,0.38958333333333334,0.5354166666666667,0.4510041291291291,0.30434782608695654,0.2125,0.2375,0.22430555555555556,0.30434782608695654,0.20397727272727273,0.46875,0.28425886824324326
1,6,0.45,0.4375,0.46875,0.4525862068965517,0.2,0.11210317460317461,0.29166666666666663,0.16195741195741198,0.4,0.2544642857142857,0.4375,0.3217741935483871
1,7,0.4444444444444444,0.35833333333333334,0.5208333333333333,0.42456556082148494,0.2777777777777778,0.16145833333333331,0.29166666666666663,0.20785440613026815,0.2222222222222222,0.08854166666666666,0.375,0.14325842696629215
1,8,0.56,0.46874999999999994,0.5,0.48387096774193544,0.16,0.02631578947368421,0.125,0.043478260869565216,0.4,0.21527777777777776,0.34375,0.26475155279503104
1,9,0.5789473684210527,0.3385416666666667,0.40625,0.3693181818181818,0.42105263157894735,0.2867063492063492,0.31875,0.3018802228412256,0.47368421052631576,0.1802083333333333,0.35,0.23791748526522594
2,0,0.26666666666666666,0.16666666666666666,0.15625,0.16129032258064516,0.2,0.07083333333333333,0.125,0.09042553191489361,0.3333333333333333,0.0875,0.15625,0.11217948717948718
2,1,0.2608695652173913,0.23457792207792208,0.22083333333333333,0.22749821768060838,0.4782608695652174,0.1845238095238095,0.30833333333333335,0.23087761674718194,0.21739130434782608,0.05587121212121212,0.1625,0.08315264527320035
2,2,0.6428571428571429,0.3375,0.4375,0.38104838709677424,0.35714285714285715,0.13125,0.25,0.17213114754098363,0.35714285714285715,0.09166666666666667,0.25,0.13414634146341464
2,3,0.16,0.14583333333333331,0.13333333333333333,0.13930348258706465,0.36,0.14203296703296703,0.2833333333333333,0.18921420882669537,0.08,0.03571428571428571,0.08333333333333333,0.05
2,4,0.047619047619047616,0.009615384615384616,0.125,0.01785714285714286,0.19047619047619047,0.07638888888888888,0.2375,0.11559734513274335,0.09523809523809523,0.023863636363636365,0.25,0.04356846473029046
2,5,0.30434782608695654,0.125,0.375,0.1875,0.17391304347826086,0.078125,0.375,0.12931034482758622,0.2608695652173913,0.05853174603174603,0.25,0.09485530546623794
2,6,0.2,0.06666666666666667,0.25,0.10526315789473685,0.25,0.10133928571428572,0.3125,0.15304746494066881,0.2,0.046703296703296704,0.25,0.0787037037037037
2,7,0.4444444444444444,0.26515151515151514,0.3541666666666667,0.30326197757390416,0.2222222222222222,0.10813492063492064,0.375,0.16786447638603696,0.2777777777777778,0.06944444444444445,0.1875,0.10135135135135137
2,8,0.32,0.12777777777777777,0.3125,0.1813880126182965,0.28,0.10096153846153846,0.23958333333333331,0.14205882352941174,0.16,0.027777777777777776,0.125,0.04545454545454545
2,9,0.42105263157894735,0.16346153846153846,0.225,0.18935643564356436,0.5263157894736842,0.19444444444444445,0.375,0.25609756097560976,0.47368421052631576,0.12357954545454546,0.25,0.16539923954372623
3,0,0.4666666666666667,0.3958333333333333,0.375,0.3851351351351352,0.2,0.125,0.15625,0.1388888888888889,0.3333333333333333,0.19583333333333333,0.25,0.2196261682242991
3,1,0.5217391304347826,0.38988095238095233,0.37916666666666665,0.3844491744066047,0.34782608695652173,0.1341991341991342,0.20833333333333331,0.16324381253291206,0.43478260869565216,0.3784722222222222,0.33749999999999997,0.35681377303588746
3,2,0.5,0.375,0.4583333333333333,0.41250000000000003,0.21428571428571427,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.35714285714285715,0.22499999999999998,0.375,0.28125
