train Fold, test Fold, KMEANS-DISTORTION, KMEANS-ACC, KMEANS-PREC, KMEANS-RECALL, KMEANS-FSCORE, KMETROIDS-DISTORTION, KMETROIDS-ACC, KMETROIDS-PREC, KMETROIDS-RECALL, KMETROIDS-FSCORE
0,0,0.5037508750686288,0.9182389937106918,0.6959938837920489,0.5829283489096573,0.6344632302982994,0.6507735584781946,0.9308176100628931,0.6405982905982905,0.654595015576324,0.6475210241023609
0,1,0.5037508750686288,0.8333333333333334,0.38199186991869916,0.3909755017709563,0.38643148076851225,0.6507735584781946,0.8392857142857143,0.38504549214226635,0.3926283943329397,0.3887999737529429
0,2,0.5037508750686288,0.8736842105263158,0.6499428968667759,0.44147058823529406,0.525796459207745,0.6507735584781946,0.8631578947368421,0.6438491759783662,0.42970588235294116,0.5154198214966944
0,3,0.5037508750686288,0.7857142857142857,0.39535951045385004,0.38484440088213673,0.39003109757070714,0.6507735584781946,0.7976190476190477,0.6023783783783784,0.43159764763538344,0.5028841763320822
0,4,0.5037508750686288,0.8279569892473119,0.37804547653604254,0.36565554432086284,0.3717473033492693,0.6507735584781946,0.8440860215053764,0.4391115086463924,0.43667003707448604,0.4378873697381278
0,5,0.5037508750686288,0.8736842105263158,0.4325974025974026,0.4436218282933611,0.4380402618192339,0.6507735584781946,0.868421052631579,0.4300016493485074,0.43885992353145636,0.4343856302125979
0,6,0.5037508750686288,0.8658536585365854,0.473139987702398,0.46369114877589457,0.4683679179457355,0.6507735584781946,0.8658536585365854,0.473139987702398,0.46369114877589457,0.4683679179457355
0,7,0.5037508750686288,0.875,0.4,0.3333333333333333,0.3636363636363636,0.6507735584781946,0.875,0.4,0.3333333333333333,0.3636363636363636
0,8,0.5037508750686288,0.8186528497409327,0.4005698005698005,0.38973063973063976,0.3950758892997574,0.6507735584781946,0.8186528497409327,0.4005698005698005,0.38973063973063976,0.3950758892997574
0,9,0.5037508750686288,0.8136645962732919,0.3458713602781399,0.35227832512315266,0.34904544413513555,0.6507735584781946,0.8385093167701864,0.38296918767507004,0.39054802955665024,0.38672148026048137
1,0,0.9198720064955798,0.8805031446540881,0.5599631486969076,0.6056542056074766,0.5819131548463962,0.6338396002416694,0.8930817610062893,0.6302435278630979,0.6156542056074766,0.6228634470743631
1,1,0.9198720064955798,0.9226190476190477,0.6105555555555555,0.6159755017709563,0.6132535535009466,0.6338396002416694,0.9226190476190477,0.6944759334233017,0.6382969303423849,0.6652024040289717
1,2,0.9198720064955798,0.8842105263157894,0.6576213260423787,0.5857563025210084,0.6196119787785108,0.6338396002416694,0.8842105263157894,0.6036819321029847,0.5857563025210084,0.5945840416995956
1,3,0.9198720064955798,0.875,0.7146666666666667,0.602438127909826,0.6537709839324679,0.6338396002416694,0.8452380952380952,0.6869311382673968,0.5556848811565793,0.6143768339761465
