train Fold, test Fold, KMEANS-DISTORTION, KMEANS-ACC, KMEANS-PREC, KMEANS-RECALL, KMEANS-FSCORE, KMETROIDS-DISTORTION, KMETROIDS-ACC, KMETROIDS-PREC, KMETROIDS-RECALL, KMETROIDS-FSCORE
0,0,0.7143147119379551,0.9251700680272109,0.4840781198278716,0.48424242424242425,0.48416025809557967,0.5825000243942109,0.9115646258503401,0.4,0.453939393939394,0.4252661462029809
0,1,0.7143147119379551,0.8260869565217391,0.46961538461538466,0.4420842154787109,0.4554341119881993,0.5825000243942109,0.8198757763975155,0.3507635067049065,0.3989273112208892,0.37329826978899683
0,2,0.7143147119379551,0.8554913294797688,0.40599469496021223,0.49333333333333335,0.4454230489411487,0.5825000243942109,0.8670520231213873,0.5956491228070175,0.5666666666666667,0.5807965545694218
0,3,0.7143147119379551,0.8087431693989071,0.36906666666666665,0.3624,0.36570295297119937,0.5825000243942109,0.8360655737704918,0.38922657315410086,0.406831746031746,0.3978344865993865
0,4,0.7143147119379551,0.8224852071005917,0.4179885057471265,0.417827868852459,0.417908171863261,0.5825000243942109,0.8106508875739645,0.32936507936507936,0.37600995316159247,0.3511452556564506
0,5,0.7143147119379551,0.8238636363636364,0.3128672745694022,0.3310712924132672,0.3217119714722608,0.5825000243942109,0.8579545454545454,0.3801994301994302,0.3823389248951582,0.3812661760998769
0,6,0.7143147119379551,0.8,0.41984126984126985,0.43719169719169726,0.4283408558913966,0.5825000243942109,0.7842105263157895,0.5691375291375291,0.4564835164835165,0.5066235755841397
0,7,0.7143147119379551,0.8010752688172043,0.3640564826700899,0.3892515444754251,0.37623267786644615,0.5825000243942109,0.7795698924731183,0.3362309908220004,0.39280520474550323,0.36232297928310536
0,8,0.7143147119379551,0.8076923076923077,0.4142049062049062,0.4174031986531987,0.41579790225174834,0.5825000243942109,0.782051282051282,0.47939479905437354,0.4536321548821549,0.4661577992292964
0,9,0.7143147119379551,0.7810650887573964,0.4237179487179487,0.4200188323917137,0.4218602817098091,0.5825000243942109,0.7514792899408284,0.5285462721298072,0.40657250470809786,0.45960446316905346
1,0,1.1839908314044931,0.9047619047619048,0.5513479623824452,0.5627272727272727,0.5569795026718406,0.6259842377496824,0.9115646258503401,0.5027927927927929,0.5045454545454546,0.5036675989463073
1,1,1.1839908314044931,0.9316770186335404,0.6720368760414402,0.6322759350741002,0.6515503651918644,0.6259842377496824,0.9316770186335404,0.6720368760414402,0.6322759350741002,0.6515503651918644
1,2,1.1839908314044931,0.8728323699421965,0.603933628035108,0.5433333333333332,0.5720329832230362,0.6259842377496824,0.8786127167630058,0.6068306010928961,0.5116666666666666,0.5552002670770534
1,3,1.1839908314044931,0.8469945355191257,0.3884176926584587,0.3792888888888889,0.38379901544227357,0.6259842377496824,0.8633879781420765,0.6299374999999999,0.4456380952380952,0.5219979866815497
1,4,1.1839908314044931,0.8520710059171598,0.6695870206489676,0.5394028103044496,0.5974857876126387,0.6259842377496824,0.8698224852071006,0.6629539951573851,0.5361387587822014,0.5928404302763217
1,5,1.1839908314044931,0.8636363636363636,0.4666320705760249,0.3983034693099504,0.42976884179419544,0.6259842377496824,0.8636363636363636,0.3341639344262295,0.35760579489134575,0.34548767987404133
1,6,1.1839908314044931,0.8421052631578947,0.49846229039777434,0.5005372405372406,0.4994976106025911,0.6259842377496824,0.8421052631578947,0.5305904574197257,0.5037606837606837,0.5168276052204493
1,7,1.1839908314044931,0.8387096774193549,0.441,0.48093597944344213,0.46010302594458885,0.6259842377496824,0.8602150537634409,0.4618167294305603,0.5139850199551692,0.48650636472299985
1,8,1.1839908314044931,0.8653846153846154,0.451048951048951,0.45919612794612796,0.4550860787174015,0.6259842377496824,0.8589743589743589,0.4486991784284811,0.46174242424242423,0.45512737070746734
1,9,1.1839908314044931,0.7988165680473372,0.49635258358662615,0.46738229755178906,0.481432010924932,0.6259842377496824,0.7928994082840237,0.41297293830960624,0.42077212806026365,0.4168360547917064
2,0,1.1962221517289062,0.9115646258503401,0.4141532976827095,0.43454545454545457,0.4241043892677935,1.2824631960526836,0.9115646258503401,0.35043290043290043,0.36969696969696975,0.3598072701769726
2,1,1.1962221517289062,0.8260869565217391,0.3180910099889013,0.3527170077628793,0.3345103405757842,1.2824631960526836,0.84472049689441,0.37389937106918236,0.39968007527640553,0.38636013270696645
2,2,1.1962221517289062,0.8786127167630058,0.4818196457326892,0.43166666666666664,0.45536638608552577,1.2824631960526836,0.884393063583815,0.4379310344827586,0.425,0.43136863136863135
2,3,1.1962221517289062,0.8579234972677595,0.3241460234680574,0.3706666666666667,0.34584896832803347,1.2824631960526836,0.8524590163934426,0.3223655913978495,0.36337777777777774,0.34164527868491446
