fold, Multi Hidden Layers, Multi Hidden Nodes, Multi METRIC, Condense size, Condense METRIC, K-Means METRIC, K-Metroids METRIC
0,, , ,173,13958.16214583221,0,18685.309999999998,12457.90203957324
1,, , ,168,22707.87783447011,0,28102.521999999997,20631.74618071893
