fold, Multi Hidden Layers, Multi Hidden Nodes, Multi METRIC, Condense size, Condense METRIC, K-Means METRIC, K-Metroids METRIC
0,1,[8],59.01786109638399,352,77.3765083333333,0,78.25034166666673,77.3765083333333
1,1,[8],402.62718757341224,366,NaN,0,448.5233699999999,794.95058548135
2,2,[5, 26],204.1779749567038,341,223.06021934083407,0,224.55674642857159,222.23741296647512
3,2,[5, 20],1012.1762276502844,369,1079.0061224489796,0,1079.0061224489796,1076.3152338772034
4,2,[5, 20],553.8844144516036,374,611.213273809524,0,613.2683690476188,611.217154739797
5,2,[20, 14],9602.897406525546,355,9708.099013793113,0,9711.699841379312,9708.099013793113
6,2,[5, 20],1808.1386736665495,367,1863.6800860465105,0,1863.6653736857088,1861.6674568100593
7,2,[17, 8],19678.892484461136,339,19872.149034824848,0,19877.953864062503,19872.18222005755
8,2,[17, 8],998.645062774216,370,NaN,0,1068.3276800000003,1066.09907024
9,2,[8, 11],1092.8369937669402,362,NaN,0,1166.7302980000002,1063.8730281364908
